column1,Days_for_shipping_real,Days_for_shipment_scheduled,Delivery_Status,Late_delivery_risk,shipping_date_DateOrders,Shipping_Mode,Market,Order_Id
31249,2,1,Late delivery,1,2016-05-09 10:52:00.0000000,First Class,USCA,33736
31250,2,1,Late delivery,1,2016-06-06 04:10:00.0000000,First Class,USCA,35635
10108,2,1,Late delivery,1,2016-04-05 20:22:00.0000000,First Class,USCA,31434
10109,2,1,Late delivery,1,2016-04-12 20:53:00.0000000,First Class,USCA,31915
10110,2,1,Late delivery,1,2016-06-05 09:57:00.0000000,First Class,USCA,35583
10111,2,1,Late delivery,1,2016-05-27 07:20:00.0000000,First Class,USCA,34959
10112,2,1,Late delivery,1,2016-04-24 05:27:00.0000000,First Class,USCA,32693
10113,2,1,Late delivery,1,2016-08-22 11:57:00.0000000,First Class,USCA,40932
10137,2,1,Late delivery,1,2016-07-30 17:24:00.0000000,First Class,USCA,39372
10138,2,1,Late delivery,1,2016-07-14 18:50:00.0000000,First Class,USCA,38280
10139,2,1,Late delivery,1,2016-06-01 19:46:00.0000000,First Class,USCA,35337
10150,2,1,Late delivery,1,2016-06-29 21:29:00.0000000,First Class,USCA,37260
10233,1,0,Late delivery,1,2016-06-18 04:35:00.0000000,Same Day,USCA,36561
10234,1,0,Late delivery,1,2016-06-06 06:42:00.0000000,Same Day,USCA,35745
10235,0,0,Shipping on time,0,2016-07-26 21:21:00.0000000,Same Day,USCA,39212
10236,1,0,Late delivery,1,2016-05-17 07:26:00.0000000,Same Day,USCA,34377
10237,1,0,Late delivery,1,2016-05-31 00:46:00.0000000,Same Day,USCA,35317
10238,1,0,Late delivery,1,2016-04-25 01:52:00.0000000,Same Day,USCA,32854
10239,1,0,Late delivery,1,2016-04-16 02:03:00.0000000,Same Day,USCA,32238
10240,1,0,Late delivery,1,2016-05-07 00:06:00.0000000,Same Day,USCA,33671
10241,0,0,Shipping on time,0,2016-07-06 20:20:00.0000000,Same Day,USCA,37839
10248,1,0,Late delivery,1,2016-05-11 01:08:00.0000000,Same Day,USCA,33948
10261,0,0,Shipping on time,0,2016-06-20 17:12:00.0000000,Same Day,USCA,36734
10262,0,0,Shipping on time,0,2016-04-05 19:24:00.0000000,Same Day,USCA,31534
10263,0,0,Shipping on time,0,2016-06-21 18:04:00.0000000,Same Day,USCA,36805
10269,0,0,Shipping on time,0,2016-08-22 22:53:00.0000000,Same Day,USCA,41066
14295,4,4,Shipping on time,0,2016-07-28 15:40:00.0000000,Standard Class,USCA,39093
14296,3,4,Advance shipping,0,2016-08-06 18:48:00.0000000,Standard Class,USCA,39787
14297,6,4,Late delivery,1,2016-07-08 13:35:00.0000000,Standard Class,USCA,37580
14298,5,4,Late delivery,1,2016-08-07 08:28:00.0000000,Standard Class,USCA,39689
14299,5,4,Late delivery,1,2016-06-20 07:50:00.0000000,Standard Class,USCA,36399
14300,6,4,Late delivery,1,2016-07-09 01:51:00.0000000,Standard Class,USCA,37615
14301,2,4,Advance shipping,0,2016-04-03 21:47:00.0000000,Standard Class,USCA,31301
14302,5,4,Late delivery,1,2016-06-26 02:13:00.0000000,Standard Class,USCA,36794
14303,5,4,Late delivery,1,2016-05-29 08:34:00.0000000,Standard Class,USCA,34894
14304,6,4,Late delivery,1,2016-06-19 07:08:00.0000000,Standard Class,USCA,36260
14305,2,4,Advance shipping,0,2016-05-09 14:22:00.0000000,Standard Class,USCA,33746
14306,3,4,Advance shipping,0,2016-08-11 23:10:00.0000000,Standard Class,USCA,40142
14307,2,4,Advance shipping,0,2016-07-21 17:36:00.0000000,Standard Class,USCA,38756
14308,6,4,Late delivery,1,2016-07-06 05:32:00.0000000,Standard Class,USCA,37420
14309,3,4,Advance shipping,0,2016-06-29 12:54:00.0000000,Standard Class,USCA,37167
14310,4,4,Shipping on time,0,2016-07-22 14:16:00.0000000,Standard Class,USCA,38678
14311,3,4,Advance shipping,0,2016-04-18 13:42:00.0000000,Standard Class,USCA,32237
14312,6,4,Late delivery,1,2016-06-18 06:37:00.0000000,Standard Class,USCA,36190
14313,2,4,Advance shipping,0,2016-04-12 19:29:00.0000000,Standard Class,USCA,31911
14314,6,4,Late delivery,1,2016-11-29 13:44:00.0000000,Standard Class,USCA,47445
14315,6,4,Late delivery,1,2016-04-16 19:08:00.0000000,Standard Class,USCA,31910
14316,4,4,Shipping on time,0,2016-05-17 16:28:00.0000000,Standard Class,USCA,34163
14317,3,4,Advance shipping,0,2016-04-29 00:12:00.0000000,Standard Class,USCA,32952
14318,5,4,Late delivery,1,2016-06-30 04:19:00.0000000,Standard Class,USCA,37074
14319,4,4,Shipping on time,0,2016-04-27 12:59:00.0000000,Standard Class,USCA,32783
14320,4,4,Shipping on time,0,2016-05-23 02:05:00.0000000,Standard Class,USCA,34533
14321,2,4,Advance shipping,0,2016-05-29 21:21:00.0000000,Standard Class,USCA,35136
14322,6,4,Late delivery,1,2017-01-12 03:31:00.0000000,Standard Class,USCA,50430
14323,6,4,Late delivery,1,2016-07-12 06:56:00.0000000,Standard Class,USCA,37835
14324,4,4,Shipping on time,0,2016-08-18 17:55:00.0000000,Standard Class,USCA,40538
14325,6,4,Late delivery,1,2016-04-14 02:19:00.0000000,Standard Class,USCA,31725
14326,2,4,Advance shipping,0,2017-01-05 05:48:00.0000000,Standard Class,USCA,50231
14327,2,4,Advance shipping,0,2016-04-22 05:28:00.0000000,Standard Class,USCA,32556
14328,2,4,Advance shipping,0,2016-12-27 01:05:00.0000000,Standard Class,USCA,49601
14329,4,4,Shipping on time,0,2016-08-01 07:15:00.0000000,Standard Class,USCA,39343
14330,2,4,Advance shipping,0,2016-08-10 17:34:00.0000000,Standard Class,USCA,40126
14331,5,4,Late delivery,1,2016-06-16 21:30:00.0000000,Standard Class,USCA,36164
14332,3,4,Advance shipping,0,2016-06-06 14:51:00.0000000,Standard Class,USCA,35597
14333,2,4,Advance shipping,0,2016-05-18 08:35:00.0000000,Standard Class,USCA,34346
14334,5,4,Late delivery,1,2016-05-05 20:31:00.0000000,Standard Class,USCA,33284
14335,4,4,Shipping on time,0,2016-07-11 12:00:00.0000000,Standard Class,USCA,37918
14336,3,4,Advance shipping,0,2016-06-19 14:40:00.0000000,Standard Class,USCA,36487
14337,5,4,Late delivery,1,2016-06-15 01:43:00.0000000,Standard Class,USCA,36039
14338,5,4,Late delivery,1,2016-08-08 00:14:00.0000000,Standard Class,USCA,39734
14339,6,4,Late delivery,1,2016-08-05 09:00:00.0000000,Standard Class,USCA,39485
14340,4,4,Shipping on time,0,2016-05-20 23:17:00.0000000,Standard Class,USCA,34388
14341,4,4,Shipping on time,0,2016-06-18 06:57:00.0000000,Standard Class,USCA,36328
14342,2,4,Advance shipping,0,2016-04-16 19:50:00.0000000,Standard Class,USCA,32186
14343,2,4,Advance shipping,0,2016-08-21 09:19:00.0000000,Standard Class,USCA,40856
14344,2,4,Advance shipping,0,2016-08-17 08:58:00.0000000,Standard Class,USCA,40581
14345,3,4,Advance shipping,0,2016-05-03 16:18:00.0000000,Standard Class,USCA,33272
14346,2,4,Advance shipping,0,2016-05-19 19:37:00.0000000,Standard Class,USCA,34446
14347,3,4,Advance shipping,0,2016-08-08 19:51:00.0000000,Standard Class,USCA,39927
14348,4,4,Shipping on time,0,2016-07-02 14:18:00.0000000,Standard Class,USCA,37308
14349,4,4,Shipping on time,0,2016-05-17 19:58:00.0000000,Standard Class,USCA,34173
14350,5,4,Late delivery,1,2016-07-04 04:40:00.0000000,Standard Class,USCA,37349
14351,6,4,Late delivery,1,2016-07-12 03:25:00.0000000,Standard Class,USCA,37825
14352,3,4,Advance shipping,0,2016-05-01 11:45:00.0000000,Standard Class,USCA,33122
14353,5,4,Late delivery,1,2016-06-21 20:37:00.0000000,Standard Class,USCA,36504
14354,2,4,Advance shipping,0,2016-04-08 22:39:00.0000000,Standard Class,USCA,31646
14355,5,4,Late delivery,1,2016-07-29 21:16:00.0000000,Standard Class,USCA,39109
14356,2,4,Advance shipping,0,2016-04-08 12:08:00.0000000,Standard Class,USCA,31616
14357,6,4,Late delivery,1,2016-08-03 02:42:00.0000000,Standard Class,USCA,39330
14358,4,4,Shipping on time,0,2016-05-12 03:20:00.0000000,Standard Class,USCA,33783
14359,5,4,Late delivery,1,2016-04-29 20:52:00.0000000,Standard Class,USCA,32874
14360,3,4,Advance shipping,0,2016-07-04 08:31:00.0000000,Standard Class,USCA,37497
14361,4,4,Shipping on time,0,2016-06-20 01:00:00.0000000,Standard Class,USCA,36448
14362,4,4,Shipping on time,0,2016-04-09 00:03:00.0000000,Standard Class,USCA,31513
14363,3,4,Advance shipping,0,2016-07-09 05:53:00.0000000,Standard Class,USCA,37832
14364,6,4,Late delivery,1,2016-04-20 00:13:00.0000000,Standard Class,USCA,32130
14365,4,4,Shipping on time,0,2016-06-07 18:43:00.0000000,Standard Class,USCA,35608
14366,6,4,Late delivery,1,2016-06-09 17:40:00.0000000,Standard Class,USCA,35605
14367,3,4,Advance shipping,0,2016-07-02 14:28:00.0000000,Standard Class,USCA,37377
14368,4,4,Shipping on time,0,2016-06-25 17:38:00.0000000,Standard Class,USCA,36838
14369,6,4,Late delivery,1,2016-05-13 03:30:00.0000000,Standard Class,USCA,33715
14370,5,4,Late delivery,1,2016-05-24 09:27:00.0000000,Standard Class,USCA,34554
14371,6,4,Late delivery,1,2016-07-06 14:18:00.0000000,Standard Class,USCA,37445
14372,3,4,Advance shipping,0,2016-04-13 14:35:00.0000000,Standard Class,USCA,31897
14373,2,4,Advance shipping,0,2016-04-18 08:37:00.0000000,Standard Class,USCA,32291
14374,5,4,Late delivery,1,2016-07-23 05:52:00.0000000,Standard Class,USCA,38654
14375,2,4,Advance shipping,0,2016-04-26 14:34:00.0000000,Standard Class,USCA,32856
14376,3,4,Advance shipping,0,2016-06-04 13:48:00.0000000,Standard Class,USCA,35457
14377,3,4,Advance shipping,0,2016-07-25 17:46:00.0000000,Standard Class,USCA,38962
14378,3,4,Advance shipping,0,2016-04-25 22:37:00.0000000,Standard Class,USCA,32742
14379,2,4,Advance shipping,0,2016-04-13 14:45:00.0000000,Standard Class,USCA,31966
14380,4,4,Shipping on time,0,2016-08-04 19:20:00.0000000,Standard Class,USCA,39583
14381,4,4,Shipping on time,0,2016-06-04 06:38:00.0000000,Standard Class,USCA,35368
14382,3,4,Advance shipping,0,2016-06-02 05:45:00.0000000,Standard Class,USCA,35297
14383,4,4,Shipping on time,0,2016-05-31 23:48:00.0000000,Standard Class,USCA,35143
14384,4,4,Shipping on time,0,2016-06-04 03:07:00.0000000,Standard Class,USCA,35358
14426,4,4,Shipping on time,0,2016-06-06 04:10:00.0000000,Standard Class,USCA,35498
14427,4,4,Shipping on time,0,2016-07-31 10:14:00.0000000,Standard Class,USCA,39283
14428,5,4,Late delivery,1,2016-08-19 06:00:00.0000000,Standard Class,USCA,40504
14429,4,4,Shipping on time,0,2016-05-06 10:42:00.0000000,Standard Class,USCA,33393
14430,5,4,Late delivery,1,2016-12-23 10:44:00.0000000,Standard Class,USCA,49149
14431,5,4,Late delivery,1,2016-04-23 01:57:00.0000000,Standard Class,USCA,32409
14432,2,4,Advance shipping,0,2016-07-14 22:41:00.0000000,Standard Class,USCA,38291
14433,6,4,Late delivery,1,2016-04-08 21:57:00.0000000,Standard Class,USCA,31370
14434,6,4,Late delivery,1,2016-04-15 09:51:00.0000000,Standard Class,USCA,31815
14472,3,4,Advance shipping,0,2016-06-03 23:48:00.0000000,Standard Class,USCA,35417
14473,3,4,Advance shipping,0,2016-05-09 19:27:00.0000000,Standard Class,USCA,33692
14474,6,4,Late delivery,1,2016-06-07 21:52:00.0000000,Standard Class,USCA,35480
14475,5,4,Late delivery,1,2016-06-03 12:56:00.0000000,Standard Class,USCA,35249
14476,3,4,Advance shipping,0,2016-07-15 14:17:00.0000000,Standard Class,USCA,38267
14477,3,4,Advance shipping,0,2016-08-20 19:08:00.0000000,Standard Class,USCA,40747
14478,6,4,Late delivery,1,2016-05-06 06:51:00.0000000,Standard Class,USCA,33245
14479,5,4,Late delivery,1,2016-06-06 21:31:00.0000000,Standard Class,USCA,35479
14480,6,4,Late delivery,1,2016-05-25 15:03:00.0000000,Standard Class,USCA,34570
14481,6,4,Late delivery,1,2016-04-14 18:05:00.0000000,Standard Class,USCA,31770
14482,3,4,Advance shipping,0,2016-04-12 05:18:00.0000000,Standard Class,USCA,31802
14516,2,4,Advance shipping,0,2016-07-08 09:02:00.0000000,Standard Class,USCA,37841
14517,2,4,Advance shipping,0,2016-07-14 01:40:00.0000000,Standard Class,USCA,38231
14518,6,4,Late delivery,1,2016-08-31 03:21:00.0000000,Standard Class,USCA,41250
14519,2,4,Advance shipping,0,2016-08-19 18:47:00.0000000,Standard Class,USCA,40746
14520,4,4,Shipping on time,0,2016-06-29 16:14:00.0000000,Standard Class,USCA,37108
14521,2,4,Advance shipping,0,2016-04-16 11:04:00.0000000,Standard Class,USCA,32161
14522,6,4,Late delivery,1,2016-06-18 11:52:00.0000000,Standard Class,USCA,36205
14543,5,4,Late delivery,1,2016-05-13 01:56:00.0000000,Standard Class,USCA,33779
14544,3,4,Advance shipping,0,2016-05-22 01:44:00.0000000,Standard Class,USCA,34532
14545,4,4,Shipping on time,0,2016-07-30 20:13:00.0000000,Standard Class,USCA,39243
47309,5,4,Late delivery,1,2016-05-31 21:52:00.0000000,Standard Class,USCA,35069
47310,2,4,Advance shipping,0,2016-05-28 19:04:00.0000000,Standard Class,USCA,35061
47311,6,4,Shipping canceled,0,2016-06-01 18:43:00.0000000,Standard Class,USCA,35060
47312,2,2,Shipping on time,0,2016-05-28 17:19:00.0000000,Second Class,USCA,35056
47313,3,4,Advance shipping,0,2016-05-29 14:10:00.0000000,Standard Class,USCA,35047
47314,6,4,Late delivery,1,2016-06-01 11:43:00.0000000,Standard Class,USCA,35040
47315,2,1,Late delivery,1,2016-05-27 21:21:00.0000000,First Class,USCA,34999
47316,3,4,Advance shipping,0,2016-05-28 20:39:00.0000000,Standard Class,USCA,34997
47317,5,4,Late delivery,1,2016-05-30 17:51:00.0000000,Standard Class,USCA,34989
47318,3,4,Advance shipping,0,2016-05-28 15:24:00.0000000,Standard Class,USCA,34982
47319,2,4,Advance shipping,0,2016-05-27 15:03:00.0000000,Standard Class,USCA,34981
47320,2,4,Advance shipping,0,2016-05-27 09:47:00.0000000,Standard Class,USCA,34966
47321,3,4,Shipping canceled,0,2016-05-28 08:23:00.0000000,Standard Class,USCA,34962
47322,3,4,Advance shipping,0,2016-05-28 03:08:00.0000000,Standard Class,USCA,34947
47323,6,4,Late delivery,1,2016-05-30 22:56:00.0000000,Standard Class,USCA,34935
47324,2,1,Shipping canceled,0,2016-05-26 19:25:00.0000000,First Class,USCA,34925
47325,2,1,Late delivery,1,2016-05-26 16:58:00.0000000,First Class,USCA,34918
47326,2,1,Late delivery,1,2016-05-26 16:16:00.0000000,First Class,USCA,34916
47327,2,1,Shipping canceled,0,2016-05-26 15:55:00.0000000,First Class,USCA,34915
47328,3,2,Late delivery,1,2016-05-27 07:52:00.0000000,Second Class,USCA,34892
47329,2,1,Late delivery,1,2016-05-26 06:28:00.0000000,First Class,USCA,34888
47330,2,1,Late delivery,1,2016-05-26 04:01:00.0000000,First Class,USCA,34881
47331,6,2,Late delivery,1,2016-05-30 03:40:00.0000000,Second Class,USCA,34880
47332,4,4,Shipping on time,0,2016-05-27 21:42:00.0000000,Standard Class,USCA,34863
47333,3,2,Late delivery,1,2016-05-26 19:36:00.0000000,Second Class,USCA,34857
47334,2,1,Late delivery,1,2016-05-25 15:03:00.0000000,First Class,USCA,34844
47335,4,4,Shipping on time,0,2016-05-27 09:26:00.0000000,Standard Class,USCA,34828
47336,6,4,Late delivery,1,2016-05-29 06:38:00.0000000,Standard Class,USCA,34820
47337,6,2,Late delivery,1,2016-05-28 14:52:00.0000000,Second Class,USCA,34775
47338,2,1,Late delivery,1,2016-05-24 13:28:00.0000000,First Class,USCA,34771
47339,2,1,Late delivery,1,2016-05-24 13:07:00.0000000,First Class,USCA,34770
47340,5,4,Late delivery,1,2016-05-27 02:16:00.0000000,Standard Class,USCA,34739
47341,3,4,Advance shipping,0,2016-05-24 22:03:00.0000000,Standard Class,USCA,34727
47342,6,4,Late delivery,1,2016-05-27 21:21:00.0000000,Standard Class,USCA,34725
47343,5,4,Late delivery,1,2016-05-26 21:00:00.0000000,Standard Class,USCA,34724
47344,3,4,Advance shipping,0,2016-05-24 20:18:00.0000000,Standard Class,USCA,34722
47345,4,4,Shipping on time,0,2016-05-25 17:09:00.0000000,Standard Class,USCA,34713
47346,4,4,Shipping canceled,0,2016-05-25 13:39:00.0000000,Standard Class,USCA,34703
47347,2,1,Shipping canceled,0,2016-05-23 04:32:00.0000000,First Class,USCA,34677
47348,3,4,Advance shipping,0,2016-05-24 01:02:00.0000000,Standard Class,USCA,34667
47349,6,4,Late delivery,1,2016-05-27 00:20:00.0000000,Standard Class,USCA,34665
47350,5,4,Late delivery,1,2016-05-25 23:59:00.0000000,Standard Class,USCA,34664
47351,3,2,Late delivery,1,2016-05-23 19:47:00.0000000,Second Class,USCA,34652
47352,5,4,Late delivery,1,2016-05-25 18:44:00.0000000,Standard Class,USCA,34649
47353,2,1,Late delivery,1,2016-05-22 04:22:00.0000000,First Class,USCA,34608
47354,2,4,Advance shipping,0,2016-05-21 22:25:00.0000000,Standard Class,USCA,34591
47355,3,4,Advance shipping,0,2016-05-22 19:15:00.0000000,Standard Class,USCA,34582
47356,5,4,Late delivery,1,2016-05-24 12:57:00.0000000,Standard Class,USCA,34564
47357,4,4,Shipping on time,0,2016-05-23 07:21:00.0000000,Standard Class,USCA,34548
47358,2,2,Shipping on time,0,2016-05-21 04:54:00.0000000,Second Class,USCA,34541
47359,6,4,Late delivery,1,2016-05-25 02:47:00.0000000,Standard Class,USCA,34535
47360,6,4,Late delivery,1,2016-05-24 09:16:00.0000000,Standard Class,USCA,34485
47361,5,4,Late delivery,1,2016-05-23 05:25:00.0000000,Standard Class,USCA,34474
47362,4,4,Shipping on time,0,2016-05-22 05:04:00.0000000,Standard Class,USCA,34473
47363,3,4,Advance shipping,0,2016-05-21 04:43:00.0000000,Standard Class,USCA,34472
47364,2,4,Advance shipping,0,2016-05-20 02:37:00.0000000,Standard Class,USCA,34466
47365,6,2,Late delivery,1,2016-05-23 15:45:00.0000000,Second Class,USCA,34435
47366,6,2,Late delivery,1,2016-05-23 05:15:00.0000000,Second Class,USCA,34405
47367,6,2,Late delivery,1,2016-05-23 03:30:00.0000000,Second Class,USCA,34400
47368,1,0,Late delivery,1,2016-05-17 07:47:00.0000000,Same Day,USCA,34378
47369,2,1,Late delivery,1,2016-05-18 18:44:00.0000000,First Class,USCA,34375
47370,6,4,Late delivery,1,2016-05-22 16:59:00.0000000,Standard Class,USCA,34370
47371,2,1,Late delivery,1,2016-05-18 11:02:00.0000000,First Class,USCA,34353
47372,3,4,Advance shipping,0,2016-05-19 08:56:00.0000000,Standard Class,USCA,34347
47373,2,4,Advance shipping,0,2016-05-18 05:04:00.0000000,Standard Class,USCA,34336
47374,3,4,Advance shipping,0,2016-05-18 18:55:00.0000000,Standard Class,USCA,34307
47375,6,4,Late delivery,1,2016-05-21 09:27:00.0000000,Standard Class,USCA,34280
47376,2,2,Shipping on time,0,2016-05-17 08:03:00.0000000,Second Class,USCA,34276
47377,6,4,Late delivery,1,2016-05-21 02:27:00.0000000,Standard Class,USCA,34260
47378,6,4,Late delivery,1,2016-05-21 00:42:00.0000000,Standard Class,USCA,34255
47379,2,4,Advance shipping,0,2016-05-16 23:18:00.0000000,Standard Class,USCA,34251
47380,6,4,Late delivery,1,2016-05-20 21:11:00.0000000,Standard Class,USCA,34245
47381,5,4,Late delivery,1,2016-05-19 19:05:00.0000000,Standard Class,USCA,34239
47382,2,4,Advance shipping,0,2016-05-16 18:02:00.0000000,Standard Class,USCA,34236
47383,2,1,Late delivery,1,2016-05-16 16:17:00.0000000,First Class,USCA,34231
47384,2,4,Advance shipping,0,2016-05-16 11:02:00.0000000,Standard Class,USCA,34216
47385,6,4,Late delivery,1,2016-05-20 10:41:00.0000000,Standard Class,USCA,34215
47386,2,2,Shipping on time,0,2016-05-16 09:17:00.0000000,Second Class,USCA,34211
47387,6,2,Shipping canceled,0,2016-05-20 08:56:00.0000000,Second Class,USCA,34210
47388,2,1,Late delivery,1,2016-05-16 07:53:00.0000000,First Class,USCA,34207
47389,5,4,Late delivery,1,2016-05-19 05:04:00.0000000,Standard Class,USCA,34199
47390,3,4,Advance shipping,0,2016-05-17 04:22:00.0000000,Standard Class,USCA,34197
47391,2,1,Late delivery,1,2016-05-16 02:16:00.0000000,First Class,USCA,34191
47392,2,4,Advance shipping,0,2016-05-15 08:45:00.0000000,Standard Class,USCA,34141
47393,5,4,Late delivery,1,2016-05-18 08:03:00.0000000,Standard Class,USCA,34139
47394,0,0,Shipping on time,0,2016-05-13 16:12:00.0000000,Same Day,USCA,34128
47395,2,2,Shipping on time,0,2016-05-14 20:30:00.0000000,Second Class,USCA,34106
47396,5,2,Late delivery,1,2016-05-17 18:02:00.0000000,Second Class,USCA,34099
47397,2,4,Advance shipping,0,2016-05-14 13:29:00.0000000,Standard Class,USCA,34086
47398,3,2,Late delivery,1,2016-05-15 12:05:00.0000000,Second Class,USCA,34082
47399,0,0,Shipping on time,0,2016-05-12 18:08:00.0000000,Same Day,USCA,34065
47400,0,0,Shipping on time,0,2016-05-12 17:47:00.0000000,Same Day,USCA,34064
47401,6,4,Late delivery,1,2016-05-18 04:23:00.0000000,Standard Class,USCA,34060
47402,4,4,Shipping on time,0,2016-05-15 18:55:00.0000000,Standard Class,USCA,34033
47403,3,2,Late delivery,1,2016-05-14 11:34:00.0000000,Second Class,USCA,34012
47404,6,4,Shipping canceled,0,2016-05-17 10:52:00.0000000,Standard Class,USCA,34010
47405,6,2,Late delivery,1,2016-05-17 09:06:00.0000000,Second Class,USCA,34005
47406,0,0,Shipping on time,0,2016-05-11 18:18:00.0000000,Same Day,USCA,33997
47407,5,4,Late delivery,1,2016-05-15 22:15:00.0000000,Standard Class,USCA,33974
47408,2,4,Advance shipping,0,2016-05-12 19:27:00.0000000,Standard Class,USCA,33966
47409,5,4,Late delivery,1,2016-05-15 18:45:00.0000000,Standard Class,USCA,33964
47410,2,1,Late delivery,1,2016-05-12 18:24:00.0000000,First Class,USCA,33963
47411,6,4,Late delivery,1,2016-05-16 17:21:00.0000000,Standard Class,USCA,33960
47412,5,4,Late delivery,1,2016-05-15 08:14:00.0000000,Standard Class,USCA,33934
47413,3,4,Advance shipping,0,2016-05-13 05:47:00.0000000,Standard Class,USCA,33927
47414,5,4,Late delivery,1,2016-05-14 18:13:00.0000000,Standard Class,USCA,33894
47415,4,2,Late delivery,1,2016-05-13 09:07:00.0000000,Second Class,USCA,33868
47416,3,2,Late delivery,1,2016-05-12 08:46:00.0000000,Second Class,USCA,33867
47417,4,4,Shipping on time,0,2016-05-13 07:22:00.0000000,Standard Class,USCA,33863
47418,2,1,Late delivery,1,2016-05-11 03:51:00.0000000,First Class,USCA,33853
47419,2,1,Late delivery,1,2016-05-11 03:30:00.0000000,First Class,USCA,33852
47420,3,4,Advance shipping,0,2016-05-12 00:00:00.0000000,Standard Class,USCA,33842
47421,2,1,Late delivery,1,2016-05-10 18:03:00.0000000,First Class,USCA,33825
47422,3,4,Advance shipping,0,2016-05-11 17:00:00.0000000,Standard Class,USCA,33822
47423,3,4,Advance shipping,0,2016-05-11 13:29:00.0000000,Standard Class,USCA,33812
47424,5,4,Late delivery,1,2016-05-13 08:56:00.0000000,Standard Class,USCA,33799
47425,0,0,Shipping on time,0,2016-05-08 16:02:00.0000000,Same Day,USCA,33785
47426,6,2,Late delivery,1,2016-05-14 02:17:00.0000000,Second Class,USCA,33780
47427,4,4,Shipping on time,0,2016-05-12 01:35:00.0000000,Standard Class,USCA,33778
47428,4,2,Late delivery,1,2016-05-11 18:34:00.0000000,Second Class,USCA,33758
47429,2,1,Late delivery,1,2016-05-09 17:52:00.0000000,First Class,USCA,33756
47430,6,4,Late delivery,1,2016-05-13 00:00:00.0000000,Standard Class,USCA,33705
47431,3,4,Advance shipping,0,2016-05-09 22:57:00.0000000,Standard Class,USCA,33702
47432,6,4,Late delivery,1,2016-05-12 13:30:00.0000000,Standard Class,USCA,33675
47433,0,0,Shipping on time,0,2016-05-06 23:45:00.0000000,Same Day,USCA,33670
47434,6,4,Late delivery,1,2016-05-12 01:14:00.0000000,Standard Class,USCA,33640
47435,6,4,Late delivery,1,2016-05-11 12:58:00.0000000,Standard Class,USCA,33605
47436,0,0,Shipping on time,0,2016-05-05 23:13:00.0000000,Same Day,USCA,33600
47437,2,1,Late delivery,1,2016-05-07 08:04:00.0000000,First Class,USCA,33591
47438,4,4,Shipping on time,0,2016-05-09 07:01:00.0000000,Standard Class,USCA,33588
47439,3,4,Advance shipping,0,2016-05-08 06:40:00.0000000,Standard Class,USCA,33587
47440,2,4,Advance shipping,0,2016-05-07 04:34:00.0000000,Standard Class,USCA,33581
47441,4,2,Late delivery,1,2016-05-09 00:00:00.0000000,Second Class,USCA,33568
47442,4,4,Shipping on time,0,2016-05-08 22:15:00.0000000,Standard Class,USCA,33563
47443,2,1,Late delivery,1,2016-05-06 21:33:00.0000000,First Class,USCA,33561
47444,4,4,Shipping on time,0,2016-05-08 02:59:00.0000000,Standard Class,USCA,33508
47445,4,4,Shipping on time,0,2016-05-08 01:14:00.0000000,Standard Class,USCA,33503
47446,3,4,Advance shipping,0,2016-05-06 21:23:00.0000000,Standard Class,USCA,33492
47447,6,4,Late delivery,1,2016-05-09 17:11:00.0000000,Standard Class,USCA,33480
47448,3,4,Advance shipping,0,2016-05-06 10:52:00.0000000,Standard Class,USCA,33462
47449,2,1,Late delivery,1,2016-05-05 08:25:00.0000000,First Class,USCA,33455
47450,6,4,Late delivery,1,2016-05-09 06:40:00.0000000,Standard Class,USCA,33450
47451,2,1,Late delivery,1,2016-05-04 15:36:00.0000000,First Class,USCA,33407
47452,2,2,Shipping on time,0,2016-05-04 11:45:00.0000000,Second Class,USCA,33396
47453,5,4,Late delivery,1,2016-05-07 05:48:00.0000000,Standard Class,USCA,33379
47454,2,2,Shipping on time,0,2016-05-03 09:28:00.0000000,Second Class,USCA,33321
47455,4,2,Late delivery,1,2016-05-05 08:25:00.0000000,Second Class,USCA,33318
47456,2,1,Late delivery,1,2016-05-03 07:01:00.0000000,First Class,USCA,33314
47457,3,4,Advance shipping,0,2016-05-04 01:04:00.0000000,Standard Class,USCA,33297
47458,2,4,Advance shipping,0,2016-05-02 19:27:00.0000000,Standard Class,USCA,33281
47459,6,4,Late delivery,1,2016-05-06 12:06:00.0000000,Standard Class,USCA,33260
47460,4,4,Shipping on time,0,2016-05-04 06:09:00.0000000,Standard Class,USCA,33243
47461,2,1,Late delivery,1,2016-05-02 00:32:00.0000000,First Class,USCA,33227
47462,5,2,Late delivery,1,2016-05-04 19:59:00.0000000,Second Class,USCA,33214
47463,1,0,Late delivery,1,2016-04-30 05:11:00.0000000,Same Day,USCA,33206
47464,4,4,Shipping on time,0,2016-05-03 14:23:00.0000000,Standard Class,USCA,33198
47465,2,1,Late delivery,1,2016-05-01 12:38:00.0000000,First Class,USCA,33193
47466,4,4,Shipping on time,0,2016-05-03 10:53:00.0000000,Standard Class,USCA,33188
47467,4,4,Shipping on time,0,2016-05-03 05:37:00.0000000,Standard Class,USCA,33173
47468,3,4,Advance shipping,0,2016-05-01 20:31:00.0000000,Standard Class,USCA,33147
47469,4,2,Late delivery,1,2016-05-02 08:36:00.0000000,Second Class,USCA,33113
47470,4,4,Shipping on time,0,2016-05-02 06:51:00.0000000,Standard Class,USCA,33108
